"Occ_Class","Jurisdiction","Date","Min","Max","Mean"
"Principal Officer","SA",2021-12-09,105504.254061,122486.085867,114258.819060857
"Principal Officer","SA",2022-07-31,105451.7474,122425.1278,114201.955485714
"Principal Officer","SA",2022-08-01,106008.262662,123236.196408,114889.499327571
"Principal Officer","SA",2022-12-01,105987.38,123211.92,114866.867142857
"Principal Officer","Tasmania",2014-12-01,101554.744025,106929.23703,104431.47910125
"Principal Officer","Tasmania",2015-11-30,101538.887935,106912.541802,104415.17385675
"Principal Officer","Tasmania",2015-12-01,103569.564514,109050.468863,106503.2699155
"Principal Officer","Tasmania",2016-11-30,103554.210214,109034.302013,106487.4806905
"Principal Officer","Tasmania",2016-12-01,105624.947214,111215.30301,108617.1431705
"Principal Officer","Tasmania",2017-11-30,105603.647778,111192.87627,108595.2403535
"Principal Officer","Tasmania",2017-12-01,107715.32568,113416.81296,110767.09302
"Principal Officer","Tasmania",2018-11-30,107697.860172,113398.422984,110749.132683
"Principal Officer","Tasmania",2018-12-01,109959.182041,115780.092453,113074.926478
"Principal Officer","Tasmania",2019-08-18,109945.699149,115765.895817,113061.061542
"Principal Officer","Tasmania",2019-08-19,110342.071125,116176.423935,113465.0171655
"Principal Officer","Tasmania",2019-11-30,110336.06925,116170.10471,113458.845423
"Principal Officer","Tasmania",2019-12-01,112749.671688,118718.189085,115944.2389785
"Principal Officer","Tasmania",2020-11-30,112741.085264,118709.14813,115935.409273
"Principal Officer","Tasmania",2020-12-01,115334.242617,121439.798436,118601.862489
"Principal Officer","Tasmania",2021-11-30,115299.220978,121402.922824,118565.848626
"Principal Officer","Tasmania",2021-12-01,118008.828454,124256.045507,121352.01437975
"Principal Officer","Tasmania",2022-11-30,117925.930274,124168.758817,121266.76769725
"Principal Officer","Tasmania",2022-12-01,123098.8,129559.77,126556.2825
"Principal Officer","Victoria",2016-01-01,109219.735388,146156.824355,127688.785762
"Principal Officer","Victoria",2016-06-30,109213.906196,146149.023785,127681.970854
"Principal Officer","Victoria",2016-07-01,110851.782642,148341.289572,129597.04197
"Principal Officer","Victoria",2016-12-31,110841.373777,148327.360482,129584.872945
"Principal Officer","Victoria",2017-01-01,112780.670404,150923.205628,131852.69673925
"Principal Officer","Victoria",2017-06-30,112771.305748,150910.673836,131841.74845225
"Principal Officer","Victoria",2017-07-01,114462.612332,153174.516022,133819.32283725
"Principal Officer","Victoria",2017-12-31,114449.37308,153156.79918,133803.8447025
"Principal Officer","Victoria",2018-01-01,116452.00448,155837.08868,136145.3051525
"Principal Officer","Victoria",2018-06-30,116442.448192,155824.300372,136134.13279225
"Principal Officer","Victoria",2018-07-01,118189.161324,158161.679676,138176.179011
"Principal Officer","Victoria",2018-12-31,118181.915818,158151.983682,138167.7082145
"Principal Officer","Victoria",2019-01-01,120250.114596,160920.032588,140585.83205725
"Principal Officer","Victoria",2019-06-30,120238.937244,160905.074932,140572.76448275
"Principal Officer","Victoria",2019-07-01,122042.905556,163318.792623,142681.354686
"Principal Officer","Victoria",2020-03-19,122022.508608,163291.497264,142657.508448
"Principal Officer","Victoria",2020-03-20,123852.339546,165741.044482,144797.45028125
"Principal Officer","Victoria",2020-06-30,123876.594942,165773.503414,144825.80759375
"Principal Officer","Victoria",2020-07-01,125677.579543,167835.383033,146757.23970375
"Principal Officer","Victoria",2020-11-30,125652.847226,167802.354406,146728.3590825
"Principal Officer","Victoria",2020-12-01,125399.967693,167812.298643,146606.89143375
"Principal Officer","Victoria",2021-06-30,125384.463568,167791.550768,146588.76534
"Principal Officer","Victoria",2021-07-01,127221.13575,169894.046385,148558.34923875
"Principal Officer","Victoria",2021-08-31,127214.33985,169884.970983,148550.41354725
"Principal Officer","Victoria",2021-09-01,127257.554227,170299.078847,148779.07466625
"Principal Officer","Victoria",2022-05-31,127194.230048,170214.336928,148705.04124
"Principal Officer","Victoria",2022-06-01,128784.116511,172341.592807,150563.61240875
"Principal Officer","Victoria",2022-06-30,128774.174085,172328.287645,150551.98855625
"Principal Officer","Victoria",2022-07-01,130646.798892,174471.530652,152559.922461
"Principal Officer","Victoria",2022-12-01,130614.21,174428.01,152521.8675
"Principal Officer","WA",2015-06-13,114240.227406,122442.307824,118282.580141
"Principal Officer","WA",2016-06-12,114227.356578,122428.512912,118269.253883
"Principal Officer","WA",2016-06-13,117083.495775,125489.023387,121226.229733667
"Principal Officer","WA",2017-06-12,117061.8552,125465.829216,121203.823456
"Principal Officer","WA",2017-06-13,118073.4072,126477.381216,122215.375456
"Principal Officer","WA",2018-06-12,118048.89495,126451.124286,122190.003326
"Principal Officer","WA",2018-06-13,119060.23695,127462.466286,123201.345326
"Principal Officer","WA",2019-06-12,119042.1073,127443.057204,123182.585097333
"Principal Officer","WA",2019-06-13,120053.2953,128454.245204,124193.773097333
"Principal Officer","WA",2020-06-12,120056.500875,128457.675095,124197.089228333
"Principal Officer","WA",2020-06-13,121067.8356,129469.018128,125208.428048
"Principal Officer","WA",2021-06-12,121031.4392,129430.096096,125170.786869333
"Principal Officer","WA",2021-06-13,122042.230475,130440.879063,126181.574049667
"Principal Officer","WA",2022-06-12,121968.9504,130362.556032,126105.808512
"Principal Officer","WA",2022-06-13,125627.898447,134273.044104,129888.674531
"Principal Officer","WA",2022-12-01,125590.47,134233.04,129849.976666667
"Regulatory Officer (Collective Agreement)","National",2014-05-16,76224.96082725,76224.96082725,76224.96082725
"Regulatory Officer (Collective Agreement)","National",2016-05-20,70899.6327852857,70899.6327852857,70899.6327852857
"Regulatory Officer (Collective Agreement)","National",2018-05-18,75742.151352675,75742.151352675,75742.151352675
"Regulatory Officer (Collective Agreement)","National",2021-05-21,83770.6671621857,83770.6671621857,83770.6671621857
"Senior Officer","ACT",2015-04-09,76104.889608,87100.3254,81022.1747808
"Senior Officer","ACT",2015-10-07,76098.271216,87092.7508,81015.1287616
"Senior Officer","ACT",2015-10-08,77239.608688,88399.015584,82230.1270208
"Senior Officer","ACT",2016-04-06,77236.707882,88395.695676,82227.0387912
"Senior Officer","ACT",2016-04-07,78395.202852,89721.135336,83460.4059252
"Senior Officer","ACT",2016-10-05,78386.834796,89711.558328,83451.4971996
"Senior Officer","ACT",2016-10-06,79562.325988,91057.000062,84703.0614958
"Senior Officer","ACT",2017-04-05,79554.147012,91047.639438,84694.3540542
"Senior Officer","ACT",2017-04-06,80747.723328,92413.171632,85964.6024464
"Senior Officer","ACT",2017-10-04,80742.614592,92407.324848,85959.1636496
"Senior Officer","ACT",2017-10-05,82559.28296,94486.985296,87893.3692472
"Senior Officer","ACT",2018-06-13,82545.73404,94471.478904,87878.9449428
"Senior Officer","ACT",2018-06-14,82958.443604,94943.869497,88318.3592354
"Senior Officer","ACT",2018-12-12,82953.357868,94938.048999,88312.9449118
"Senior Officer","ACT",2018-12-13,84072.845935,96219.342026,89504.8406984
"Senior Officer","ACT",2019-06-12,84065.11438,96210.493448,89496.6096032
"Senior Officer","ACT",2019-06-13,85199.667316,97508.85884,90704.7770256
"Senior Officer","ACT",2019-12-11,85191.241616,97499.21584,90695.8069056
"Senior Officer","ACT",2019-12-12,86340.763278,98815.554684,91920.1435614
"Senior Officer","ACT",2020-06-10,86351.69371,98828.06438,91931.780323
"Senior Officer","ACT",2020-06-11,87517.624605,100161.856965,93172.743371
"Senior Officer","ACT",2020-12-09,87500.574846,100142.343918,93154.5919092
"Senior Officer","ACT",2020-12-10,88681.44387,101494.074984,94412.2983012
"Senior Officer","ACT",2021-06-09,88672.409225,101483.73502,94402.679811
"Senior Officer","ACT",2021-06-10,89869.243686,102853.423102,95676.944616
"Senior Officer","ACT",2021-12-08,89850.574896,102832.057072,95657.069376
"Senior Officer","ACT",2021-12-09,91063.329597,104220.661251,96948.4510254
"Senior Officer","ACT",2022-06-08,91028.371185,104180.651855,96911.233367
"Senior Officer","ACT",2022-06-09,92256.64028,105586.696808,98219.2996416
"Senior Officer","ACT",2022-12-01,92228.15,105554.09,98188.968
"Senior Officer","Commonwealth",2014-12-31,87881.698956,87881.698956,87881.698956
"Senior Officer","Commonwealth",2015-12-30,87867.196008,87867.196008,87867.196008
"Senior Officer","Commonwealth",2015-12-31,87947.126786,87947.126786,87947.126786
"Senior Officer","Commonwealth",2016-12-30,87934.088336,87934.088336,87934.088336
"Senior Officer","Commonwealth",2016-12-31,88277.955953,88277.955953,88277.955953
"Senior Officer","Commonwealth",2017-12-30,88260.41609,88260.41609,88260.41609
"Senior Officer","Commonwealth",2017-12-31,90471.40207,90471.40207,90471.40207
"Senior Officer","Commonwealth",2018-12-30,90458.521414,90458.521414,90458.521414
"Senior Officer","Commonwealth",2018-12-31,92267.712068,92267.712068,92267.712068
"Senior Officer","Commonwealth",2019-12-30,92247.54847,92247.54847,92247.54847
"Senior Officer","Commonwealth",2019-12-31,93169.5476,93169.5476,93169.5476
"Senior Officer","Commonwealth",2020-12-30,93164.7558,93164.7558,93164.7558
"Senior Officer","Commonwealth",2020-12-31,94137.256232,94137.256232,94137.256232
"Senior Officer","Commonwealth",2021-12-30,94106.156824,94106.156824,94106.156824
"Senior Officer","Commonwealth",2021-12-31,96896.540148,96896.540148,96896.540148
"Senior Officer","Commonwealth",2022-12-01,96831.73,96831.73,96831.73
"Senior Officer","NSW",2015-07-01,101517.60621,111868.69872,106597.78682775
"Senior Officer","NSW",2016-06-30,101506.56991,111856.53712,106586.19824525
"Senior Officer","NSW",2016-07-01,104043.878388,114652.837224,109250.726247
"Senior Officer","NSW",2017-06-30,104025.470386,114632.552228,109231.3970215
"Senior Officer","NSW",2017-07-01,106626.157723,117498.264879,111962.068148
"Senior Officer","NSW",2018-06-30,106605.075923,117475.033479,111939.931348
"Senior Officer","NSW",2018-07-01,109270.083312,120412.104228,114738.441948
"Senior Officer","NSW",2019-06-30,109253.336492,120393.649773,114720.857043
"Senior Officer","NSW",2019-07-01,111984.568785,123403.971334,117588.85318925
"Senior Officer","NSW",2020-06-30,111987.669645,123407.388398,117592.10923225
"Senior Officer","NSW",2020-07-01,112323.395017,123777.495284,117945.02536125
"Senior Officer","NSW",2021-06-30,112287.294992,123737.713984,117907.11858
"Senior Officer","NSW",2021-07-01,114577.871985,126261.796395,120312.42659625
"Senior Officer","NSW",2022-06-30,114505.332465,126181.859755,120236.25651625
"Senior Officer","NSW",2022-07-01,117402.395172,129373.881372,123278.020804
"Senior Officer","NSW",2022-12-01,117373.11,129341.61,123247.27
"Senior Officer","NT",2014-08-14,80039.284884,101812.982016,90529.438466
"Senior Officer","NT",2015-08-12,80027.816544,101798.393856,90516.467056
"Senior Officer","NT",2015-08-13,82428.89388,104852.102832,93231.9350491429
"Senior Officer","NT",2016-08-10,82418.62929,104839.045956,93220.3251931429
"Senior Officer","NT",2016-08-11,84891.154845,107984.333175,96016.87473
"Senior Officer","NT",2017-08-09,84876.554679,107965.761285,96000.361086
"Senior Officer","NT",2017-08-10,86998.746717,110664.525993,98400.2906357143
"Senior Officer","NT",2018-08-22,86980.083198,110640.785542,98379.1811857143
"Senior Officer","NT",2018-08-23,89154.408298,113406.729332,100838.696833714
"Senior Officer","NT",2019-08-21,89140.215021,113388.675114,100822.643431714
"Senior Officer","NT",2019-08-22,91368.796233,116222.936973,103343.303410286
"Senior Officer","NT",2020-08-19,91360.844465,116212.822165,103334.309508571
"Senior Officer","NT",2020-08-20,93644.65506,119118.387345,105917.515504286
"Senior Officer","NT",2021-08-09,93626.50154,119095.295605,105896.982824286
"Senior Officer","NT",2021-08-10,97669.87292,123138.64179,109940.342065714
"Senior Officer","NT",2022-08-09,97604.65442,123056.416665,109866.93003
"Senior Officer","NT",2022-08-10,95584.27242,121036.034665,107846.54803
"Senior Officer","NT",2022-12-01,95566.2,121013.15,107826.157142857
"Senior Officer","Queensland",2015-09-01,88784.03518,94992.62406,91892.37694
"Senior Officer","Queensland",2016-06-01,88776.752262,94984.831854,91884.839046
"Senior Officer","Queensland",2016-06-02,90091.934316,96300.007772,93200.018028
"Senior Officer","Queensland",2016-08-31,90087.39297,96295.15349,93195.32001
"Senior Officer","Queensland",2016-09-01,90991.8483,97355.40985,94177.92877875
"Senior Officer","Queensland",2017-08-31,90976.28868,97338.76206,94161.8243385
"Senior Officer","Queensland",2017-09-01,93251.201658,99772.483992,96515.888913
"Senior Officer","Queensland",2019-08-31,93217.183917,99736.087308,96480.6802245
"Senior Officer","Queensland",2019-09-01,97724.903991,104368.179201,101046.541596
"Senior Officer","Queensland",2020-06-29,97731.475987,104375.197957,101053.336972
"Senior Officer","Queensland",2020-06-30,98995.502237,105639.224207,102317.363222
"Senior Officer","Queensland",2020-08-31,98978.76185,105621.36035,102300.0611
"Senior Officer","Queensland",2020-09-01,99496.321041,106249.117312,102872.46641425
"Senior Officer","Queensland",2021-08-31,99475.851969,106227.259008,102851.30277825
"Senior Officer","Queensland",2021-09-01,101962.319091,108882.522885,105422.16827825
"Senior Officer","Queensland",2022-02-28,101930.444487,108848.484945,105389.21208525
"Senior Officer","Queensland",2022-03-01,104479.68384,111568.48164,108023.32485
"Senior Officer","Queensland",2022-08-31,104443.910208,111530.280818,107986.3378825
"Senior Officer","Queensland",2022-09-01,107055.104021,114318.247891,110686.1708695
"Senior Officer","Queensland",2022-12-01,107036.77,114298.67,110667.215
"Senior Officer","SA",2014-10-01,72654.170765,89330.374958,81162.3556008571
"Senior Officer","SA",2015-09-30,72644.119465,89318.016598,81151.1272408571
"Senior Officer","SA",2015-10-01,74460.34893,91551.118787,83179.9849225714
"Senior Officer","SA",2016-09-30,74449.5312,91537.81808,83167.9003885714
"Senior Officer","SA",2016-10-01,76311.0224,93826.23824,85247.19184
"Senior Officer","SA",2017-09-30,76298.1993,93810.47193,85232.86713
"Senior Officer","SA",2017-10-01,78118.9173,95631.18993,87053.58513
"Senior Officer","SA",2018-09-30,78102.39008,95610.957728,87035.167648
"Senior Officer","SA",2018-10-01,79922.72288,97431.290528,88855.500448
"Senior Officer","SA",2019-09-30,79910.07808,97415.875648,88841.442368
"Senior Officer","SA",2019-10-01,81730.04205,99235.822305,90661.397505
"Senior Officer","SA",2021-07-31,81709.18791,99210.501411,90638.264451
"Senior Officer","SA",2021-08-01,82934.288792,100698.41274,91997.6585971429
"Senior Officer","SA",2021-12-08,82920.177568,100681.27896,91982.0052457143
"Senior Officer","SA",2021-12-09,83930.798526,101691.882345,92992.6172378571
"Senior Officer","SA",2022-07-31,83889.0284,101641.273,92946.3372857143
"Senior Officer","SA",2022-08-01,84122.301327,102140.210691,93314.9679128571
"Senior Officer","SA",2022-12-01,84105.73,102120.09,93296.5857142857
"Senior Officer","Tasmania",2014-12-01,85549.663745,96875.464105,91699.02515
"Senior Officer","Tasmania",2015-11-30,85536.306583,96860.338607,91684.7078671429
"Senior Officer","Tasmania",2015-12-01,87247.25531,98797.929862,93518.373116
"Senior Officer","Tasmania",2016-11-30,87234.32081,98783.282962,93504.508916
"Senior Officer","Tasmania",2016-12-01,88979.32393,100758.929954,95374.6609002857
"Senior Officer","Tasmania",2017-11-30,88961.38111,100738.611758,95355.4284505714
"Senior Officer","Tasmania",2017-12-01,90740.32816,102753.20104,97262.3822628571
"Senior Officer","Tasmania",2018-11-30,90725.615064,102736.540116,97246.611648
"Senior Officer","Tasmania",2018-12-01,92630.950646,104893.695548,99288.7650095714
"Senior Officer","Tasmania",2019-08-18,92619.592494,104880.833772,99276.5904947143
"Senior Officer","Tasmania",2019-08-19,92972.484891,105264.060759,99646.094691
"Senior Officer","Tasmania",2019-11-30,92967.427806,105258.335094,99640.674606
"Senior Officer","Tasmania",2019-12-01,94981.628961,107555.656125,101808.280523571
"Senior Officer","Tasmania",2020-11-30,94974.395658,107547.46525,101800.527338571
"Senior Officer","Tasmania",2020-12-01,97159.1181,110021.327262,104142.095715429
"Senior Officer","Tasmania",2021-11-30,97129.6154,109987.918908,104110.472610286
"Senior Officer","Tasmania",2021-12-01,99411.709254,112572.203227,106556.872613714
"Senior Officer","Tasmania",2022-11-30,99341.875074,112493.124137,106482.019139429
"Senior Officer","Tasmania",2022-12-01,103864.36,117475.12,111253.952857143
"Senior Officer","Victoria",2016-01-01,89043.810467,107735.452661,98389.631564
"Senior Officer","Victoria",2016-06-30,89039.058089,107729.702687,98384.380388
"Senior Officer","Victoria",2016-07-01,90374.448402,109345.322628,99860.1384465
"Senior Officer","Victoria",2016-12-31,90365.962337,109335.055218,99850.76168525
"Senior Officer","Victoria",2017-01-01,91947.14159,111248.049439,101597.84842225
"Senior Officer","Victoria",2017-06-30,91939.50683,111238.812043,101589.41232325
"Senior Officer","Victoria",2017-07-01,93318.245391,112907.864593,103113.054992
"Senior Officer","Victoria",2017-12-31,93307.45179,112894.80517,103101.12848
"Senior Officer","Victoria",2018-01-01,94939.89981,114870.12796,104905.2667425
"Senior Officer","Victoria",2018-06-30,94932.108849,114860.701484,104896.65800325
"Senior Officer","Victoria",2018-07-01,96356.1807,116584.152048,106470.419211
"Senior Officer","Victoria",2018-12-31,96350.27365,116577.004936,106463.8921145
"Senior Officer","Victoria",2019-01-01,98036.184354,118616.886091,108326.78804425
"Senior Officer","Victoria",2019-06-30,98027.071806,118605.860549,108316.71897575
"Senior Officer","Victoria",2019-07-01,99497.346428,120384.549036,109941.4533285
"Senior Officer","Victoria",2020-03-19,99480.717504,120364.429248,109923.078888
"Senior Officer","Victoria",2020-03-20,100972.889056,122169.997274,111571.9486765
"Senior Officer","Victoria",2020-06-30,100992.663712,122193.923198,111593.7990655
"Senior Officer","Victoria",2020-07-01,102381.070145,123713.788361,113047.9348635
"Senior Officer","Victoria",2020-11-30,102360.92239,123689.442502,113025.687957
"Senior Officer","Victoria",2020-12-01,102234.44352,123696.397308,112965.9259245
"Senior Officer","Victoria",2021-06-30,102221.80352,123681.103808,112951.959112
"Senior Officer","Victoria",2021-07-01,103636.9554,125230.683495,114434.324895
"Senior Officer","Victoria",2021-08-31,103631.41932,125223.993921,114428.212041
"Senior Officer","Victoria",2021-09-01,103749.482443,125529.019537,114639.7564095
"Senior Officer","Victoria",2022-05-31,103697.856032,125466.555488,114582.710928
"Senior Officer","Victoria",2022-06-01,104993.80536,127034.219755,116014.77030725
"Senior Officer","Victoria",2022-06-30,104985.6996,127024.412425,116005.81370375
"Senior Officer","Victoria",2022-07-01,106428.027696,128604.069348,117516.806211
"Senior Officer","Victoria",2022-12-01,106401.48,128571.99,117487.4925
"Senior Officer","WA",2015-06-13,97696.430856,108184.287201,102853.3396705
"Senior Officer","WA",2016-06-12,97685.423928,108172.098663,102841.7517415
"Senior Officer","WA",2016-06-13,100127.761874,110876.47701,105412.83347525
"Senior Officer","WA",2017-06-12,100109.255232,110855.98368,105393.349992
"Senior Officer","WA",2017-06-13,101120.807232,111867.53568,106404.901992
"Senior Officer","WA",2018-06-12,101099.814372,111844.31178,106382.8121445
"Senior Officer","WA",2018-06-13,102111.156372,112855.65378,107394.1541445
"Senior Officer","WA",2019-06-12,102095.607608,112838.46892,107377.800923
"Senior Officer","WA",2019-06-13,103106.795608,113849.65692,108388.988923
"Senior Officer","WA",2020-06-12,103109.54869,113852.69685,108391.88304625
"Senior Officer","WA",2020-06-13,104120.866656,114864.02544,109403.206236
"Senior Officer","WA",2021-06-12,104089.564992,114829.49408,109370.316552
"Senior Officer","WA",2021-06-13,105100.373026,115840.29149,110381.11936225
"Senior Officer","WA",2022-06-12,105037.265664,115770.73536,110314.841184
"Senior Officer","WA",2022-06-13,108189.092886,119243.806428,113624.512266
"Senior Officer","WA",2022-12-01,108156.86,119208.28,113590.66
"Specialist","NT",2014-08-14,136836.494009,146546.413324,141691.4536665
"Specialist","NT",2015-08-12,136816.887544,146525.415584,141671.151564
"Specialist","NT",2015-08-13,140921.889968,150920.813792,145921.35188
"Specialist","NT",2016-08-10,140904.341444,150902.020136,145903.18079
"Specialist","NT",2016-08-11,145131.10566,155429.250855,150280.1782575
"Specialist","NT",2017-08-09,145106.145012,155402.519061,150254.3320365
"Specialist","NT",2017-08-10,148733.495178,159287.809632,154010.652405
"Specialist","NT",2018-08-22,148701.587932,159253.638208,153977.61307
"Specialist","NT",2018-08-23,152419.178196,163235.181426,157827.179811
"Specialist","NT",2019-08-21,152394.913242,163209.194577,157802.0539095
"Specialist","NT",2019-08-22,156204.937746,167289.196932,161747.067339
"Specialist","NT",2020-08-19,156191.34333,167274.63786,161732.990595
"Specialist","NT",2020-08-20,160095.759672,171456.06354,165775.911606
"Specialist","NT",2021-08-09,160064.724248,171422.82586,165743.775054
"Specialist","NT",2021-08-10,164108.029904,175466.12028,169787.075092
"Specialist","NT",2022-08-09,163998.447704,175348.95378,169673.700742
"Specialist","NT",2022-08-10,161978.065704,173328.57178,167653.318742
"Specialist","NT",2022-12-01,161947.44,173295.8,167621.62
"Specialist","Tasmania",2014-12-01,134115.408105,174854.692495,155233.13803375
"Specialist","Tasmania",2015-11-30,134094.468207,174827.391833,155208.90095225
"Specialist","Tasmania",2015-12-01,136776.742054,178324.162265,158313.09414825
"Specialist","Tasmania",2016-11-30,136756.464754,178297.725515,158289.62406075
"Specialist","Tasmania",2016-12-01,139491.820356,181863.60142,161455.28729475
"Specialist","Tasmania",2017-11-30,139463.691612,181826.92834,161422.72958325
"Specialist","Tasmania",2017-12-01,142252.96736,185462.6956,164650.80044
"Specialist","Tasmania",2018-11-30,142229.901744,185432.62374,164624.103126
"Specialist","Tasmania",2018-12-01,145217.354646,189327.234832,168081.316339
"Specialist","Tasmania",2019-08-18,145199.548494,189304.020048,168060.706671
"Specialist","Tasmania",2019-08-19,145683.890781,189898.578012,168602.1791025
"Specialist","Tasmania",2019-11-30,145675.966546,189888.248792,168593.008265
"Specialist","Tasmania",2019-12-01,148902.527532,194132.019099,172346.753657625
"Specialist","Tasmania",2020-11-30,148891.187896,194117.235022,172333.62863225
"Specialist","Tasmania",2020-12-01,152315.368755,198581.711757,176297.03963025
"Specialist","Tasmania",2021-11-30,152269.11767,198521.411738,176243.5064285
"Specialist","Tasmania",2021-12-01,155846.891035,203186.666529,180385.107588125
"Specialist","Tasmania",2022-11-30,155737.412585,203043.933099,180258.391669375
"Specialist","Tasmania",2022-12-01,162233.27,211195.04,187612.17125
"Specialist","Victoria",2016-01-01,148347.33022,201754.190305,175051.434783167
"Specialist","Victoria",2016-06-30,148339.41274,201743.422435,175042.092072167
"Specialist","Victoria",2016-07-01,150564.051594,204769.295496,177667.348029
"Specialist","Victoria",2016-12-31,150549.913789,204750.067876,177650.665253167
"Specialist","Victoria",2017-01-01,153184.200913,208333.264878,180759.407316167
"Specialist","Victoria",2017-06-30,153171.481381,208315.966086,180744.398098167
"Specialist","Victoria",2017-07-01,155468.704618,211440.634769,183455.6812405
"Specialist","Victoria",2017-12-31,155450.72242,211416.17861,183434.461945
"Specialist","Victoria",2018-01-01,158171.46912,215115.98955,186644.403621667
"Specialist","Victoria",2018-06-30,158158.489248,215098.336695,186629.087202833
"Specialist","Victoria",2018-07-01,160531.26804,218324.7495,189428.683002
"Specialist","Victoria",2018-12-31,160521.42678,218311.36525,189417.070205667
"Specialist","Victoria",2019-01-01,163330.940796,222132.223411,192731.919199167
"Specialist","Victoria",2019-06-30,163315.759044,222111.576029,192714.004600833
"Specialist","Victoria",2019-07-01,165765.879683,225443.456964,195604.6683235
"Specialist","Victoria",2020-03-19,165738.175344,225405.778752,195571.977048
"Specialist","Victoria",2020-03-20,168224.11697,228786.416716,198505.266843
"Specialist","Victoria",2020-06-30,168257.06219,228831.222532,198544.142361
"Specialist","Victoria",2020-07-01,170601.072468,231677.809647,201139.272520667
"Specialist","Victoria",2020-11-30,170567.499576,231632.217354,201099.689961333
"Specialist","Victoria",2020-12-01,170326.70787,231646.142541,200986.0881985
"Specialist","Victoria",2021-06-30,170305.64912,231617.502416,200961.238802667
"Specialist","Victoria",2021-07-01,172696.247325,234519.55284,203607.5631175
"Specialist","Victoria",2021-08-31,172687.022235,234507.025272,203596.6868065
"Specialist","Victoria",2021-09-01,172850.436483,235078.696162,203964.229376167
"Specialist","Victoria",2022-05-31,172764.424992,234961.719488,203862.735461333
"Specialist","Victoria",2022-06-01,174922.993622,237898.059845,206410.189955833
"Specialist","Victoria",2022-06-30,174909.48917,237879.693575,206394.254620833
"Specialist","Victoria",2022-07-01,177345.697592,240838.015288,209091.688064667
"Specialist","Victoria",2022-12-01,177301.46,240777.94,209039.531666667
"University Lecturer or Tutor","National",2014-05-16,77608.46894895,77608.46894895,77608.46894895
"University Lecturer or Tutor","National",2016-05-20,81130.7190353143,81130.7190353143,81130.7190353143
"University Lecturer or Tutor","National",2018-05-18,93520.68600795,93520.68600795,93520.68600795
"University Lecturer or Tutor","National",2021-05-21,93713.8513194,93713.8513194,93713.8513194
